video_id,category_id,views,likes,dislikes,comment_count
O6K0ZPRqzFU,24,488695,9240,316,920
O8bszsJ0D7I,22,3607347,150360,1708,8113
O8hm2Ml-pA8,10,1759167,37479,825,1063
O8pMkVg0O20,17,141917,2081,56,474
O92pekaban8,24,2670485,117768,4928,10920
OAGfx7eB3gA,15,3612568,107558,2775,9618
OBLeg0CvHek,28,125052,3036,64,474
OBOm_jatVCI,24,2288043,39996,1591,4929
OCLaeBAkFAY,27,424293,24378,818,2785
OG2C2KgtRRU,26,4734,11,3,2
OG6qjAivguw,23,141696,1460,123,202
OGPsw2f_HQk,10,1633109,70409,1295,4145
OGYASOBiU_E,23,2326176,172597,1286,47828
OJzpoj_NxqQ,17,3112787,32579,2079,11543
OK2y4Z5IkZ0,28,554157,29216,388,2100
OK3GJ0WIQ8s,10,23416810,2672431,29088,477233
OKXLBEvGgTA,26,924479,35408,980,2505
OKgUiBOpsZ4,17,2288090,32769,2517,4393
OL4LNg-iyY4,10,3509938,123947,1945,4436
ONI_06wGbsQ,24,180546,29537,48,2409
ONZAeOIqsjA,26,813475,25855,418,1039
ONviWNYLKME,23,825458,36455,946,2192
OO5_E0_NAOg,24,60731,422,2030,949
OOGWCr4EZRo,24,23484,858,80,136
OPdmg58S9ZM,24,670565,1994,352,240
OPi9nTE70aA,24,746745,1400,836,527
OPtomB--3Ss,15,460082,20268,309,1667
OQkfDJ2zVNo,23,4089878,63682,20515,33355
ORDHYULS2NM,17,227767,1899,168,611
ORjqEzrLG-U,22,88189,2318,82,286
OSBl32lNGBg,28,1063356,20974,3382,2775
OTEIbWy8AvY,28,244540,8454,176,1363
OTHHeIAYfuU,10,827093,25503,707,2466
OTLw9G1WpC4,24,25512,474,64,96
OU21H6-Y6Y8,23,999619,35839,686,2188
OUBx_raReDw,17,1119772,3603,913,1468
OVnxBcS5qWo,20,434156,14685,411,2599
OWYKrIKMO1M,23,207749,5660,131,502
OWz3Fa_qK5Q,10,356113,30534,200,3325
OX1ssH93th8,24,527093,103,43,16
OXVm3fhYsEo,26,2940657,114636,6954,14074
OYcv406J_J4,28,611341,13654,2291,2463
OZsYiWBgFOk,1,5229704,12469,2764,1689
OZv7qYZ43xQ,22,369565,24977,182,3109
Oa0tSw2iV5o,24,1492918,42804,6216,12378
Ob48twC1yf8,24,1159873,28883,10433,0
OblwxqKPyLg,2,1314567,230,34,40
ObvUP5YxAKg,25,1277833,6447,1167,9973
Oc27GxSD_bI,27,140445,9466,106,706
OcTw2b0Ho-8,26,668491,40752,706,22279
Ocq_0Yl1EEk,24,46701,250,12,26
OdNqWcUdm6I,26,1446055,86667,566,5705
Of9GOMM9HPg,20,2703619,131994,5149,9120
OfHYnyllqec,17,465283,1623,289,343
OgcqNuWfFFA,22,207648,7048,265,521
OitUxz6txUI,25,13189,103,61,57
OlGvjhLZDS8,25,681882,3789,220,2275
OmLxYUOgTNs,17,687873,6025,531,3508
OpsHLG657lM,25,689798,3377,1341,2044
OrnpSe4OChM,23,8751813,215764,6265,15989
OvHskUT3XTI,22,139039,3206,259,596
Ow-plaMZHT8,2,3362,4,4,4
OwrjBiW3suM,27,249243,9590,1267,3116
Ox-DSihhpBM,23,283899,4995,98,344
OylDdm-6ZH0,26,3266039,203349,4370,10389
Oyq8Di01nN8,27,1133408,17097,1750,3286
OzKmR5BLdbQ,25,192417,513,716,1206
OziQ_a3Rpqw,24,756379,5599,650,779
P-MQBhBwvgM,10,71075,602,211,59
P21a5Uty-uc,27,377989,11136,187,777
P2I7hQHOqNI,25,2944,32,0,3
P2kfIRZtTOI,24,94139,2748,105,137
P3Bd3HUMkyU,20,10256746,268212,34441,68628
P6K9Y6FWo74,23,784803,50079,463,1389
P6ODTQKhaXk,20,4377973,203944,3406,13708
P6Ys3PMJ3WY,17,1016225,0,0,26
P7WRXaxu1u4,17,250498,1911,268,742
P7WRXaxu1u4,24,372037,2518,424,1061
P85a37YTsuU,17,405789,5046,169,375
P9mBXomW1No,23,72294,4785,256,637
PAHm7SEhhuw,23,1724379,26040,1436,1570
PAczA2saYWM,26,1635960,43860,1153,3795
PC1iHFQ0zEk,24,382791,22881,680,3359
PCRgGZXDGCY,17,164241,429,35,343
PCTVL5oKlik,28,216165,9378,342,841
PDZg4veidX0,10,237171,3424,268,180
PE5wExUiazo,24,141520,2611,925,608
PFH046Fh3ps,24,1641394,18448,2171,1949
PGH1V_yZq7k,24,150617,1315,395,325
PGRcxXLfWrM,24,6415756,111486,16133,15504
PH3lTEhNkUk,24,141586,1754,99,187
PHLY4a5fTjU,22,3371618,150052,2252,9738
PJ9jj08bR38,24,433450,2157,33,148
PJBmeqpw3DY,24,1881659,43112,1163,5676
PKP8Mimj3QI,24,108402,630,232,257
PKf29H2z81w,17,684438,3439,2213,1038
PLAFNvxDPMw,24,241678,6950,259,846
PLTC0h013S0,25,142825,1438,726,628
PLtyqLPx_8M,17,97945,372,58,83
PSA-TnMwK9c,17,343957,2532,99,1124
PSRJfaAYkW4,27,266155,9422,184,491
PT2fxswWSpQ,24,359438,5238,460,1028
PTQMog9u2Zo,24,3648476,47712,2976,0
PUcS24GuAog,26,1143472,52424,564,6219
PV_GHHXy7Po,26,1161275,64792,565,5423
PVr1BbsOwmQ,22,802092,19983,1058,1071
PW-WgdZctW0,23,3187327,238566,2019,8814
PWIp2GTZwCQ,27,440265,21629,268,4817
PXAZ3KphJz4,26,338651,16038,354,533
PXi4JIklpOs,25,2691,20,5,20
PYDu-q6mFeg,10,1217931,59458,5035,4727
PZxyNX8J7Y4,24,1652804,59604,842,1071
P_If9xMyl10,24,3281144,36898,1207,1888
Pa3ao2TVn1A,26,147863,4030,115,374
PaYvlVR_BEc,10,4290878,107641,11990,12003
PaZsrAi6iJg,20,173700,2874,109,395
Padm4JItZPw,26,75770,1247,16,56
PaumoJFmHlY,10,1321814,40178,558,1522
PbRmbhdHDDM,24,2315502,97325,436,5342
Pc1Obe1BWhc,29,8493,31,1,3
PcrVm1qEJyA,26,383330,23420,438,1534
PdWe5ULGy_s,23,312740,6155,131,341
PdbJBDNotf8,24,1125153,28277,526,2923
PeYARbPHcvk,20,1632401,34809,3526,8235
PfZHU8ZT-Uo,27,18096,1370,6,149
Pfat40RFnc4,27,181739,5600,230,711
PgNAmWjInGk,20,1072916,27096,483,3529
Ph54wQG8ynk,10,27784769,797015,27154,51147
Pj-D0jc17D0,24,2469559,41026,1242,2203
PjqKPHZJgF0,10,6579609,133903,7395,16639
PmUL6wMpMWw,1,1711525,7716,728,1155
PozbOaVdPp0,22,7036,55,1,11
PpElRBQ-yGc,20,590393,34034,432,3730
Pr6zjrF0Djg,17,239107,1674,156,574
Pr6zjrF0Djg,25,54348,998,75,339
PrNRtC3XfWk,26,222653,9880,563,988
Prnw-NqXSEY,25,53635,1083,27,299
Ps7GzIV2KP0,27,536398,14139,599,3092
PtPNGls_sUg,2,92161,2113,119,350
Pxf8Bf1V0is,24,119271,8535,76,673
PyXpoGbwGL0,25,564897,10833,257,1392
PzcaR1N0pTI,1,3141764,57674,3729,9991
Q-oM2BQ8Jow,10,2034980,148529,1844,7272
Q-v4LsbFc5c,27,1709373,50835,2646,2937
Q0BIVH-8pwk,24,2606,7,0,0
Q0sjw10aEWI,23,798810,58027,383,11075
Q1CFfU2gXHw,43,72607,1130,113,268
Q1INhRBrwKM,2,236036,9351,317,1157
Q1TXk7ZdiQE,24,5432414,149111,3183,15905
Q2hqcPnIWiQ,25,438530,2919,316,1463
Q32uEd5KF2k,24,14768,93,16,27
Q3jege0p0dQ,24,10216106,233312,6132,0
Q48VduIflPk,10,2997335,381809,963,23925
Q5KmA3Xbmqo,24,6739103,319195,5185,43012
Q6vfaPuftmE,25,34284,144,212,278
Q9vZHbcx6cQ,10,10384060,165263,5139,5330
QAgZepiIPH8,24,46966,497,37,196
QAt8kU3TQfQ,27,435859,16174,547,1704
QB6TuFGuxj4,24,107531,1705,55,248
QBL8IRJ5yHU,26,3732851,303544,13361,52421
QBOzHhuTzvw,24,274030,4905,287,1285
QBzQeyHh0i8,22,806795,9293,281,444
QCjk_NPsIqU,24,6705850,171122,13855,26323
QDSEpjjavhY,28,275276,8788,288,748
QDk-xa1oBXw,26,206526,8493,179,1638
QDqzQwKwvxo,25,29968,93,17,21
QFY79W78ZsY,23,240282,14884,342,1918
QIN5_tJRiyY,10,1342821,66776,1254,7820
QLFRGj-PPNI,24,3089155,31203,806,2631
QNNcl2mEHzQ,24,872261,13850,856,1948
QNzzJzdgUto,24,1034024,17370,518,1033
QO9SS1NS6MM,28,65707,1960,91,482
QQ_3S-IQm38,10,3430385,103188,5643,10594
QRl9IO2ORGE,22,104235,13220,70,671
QRq0pkr2TWM,24,627933,28580,340,444
QRtBP07gIHY,24,547145,2622,262,362
QS8bma7LRX4,24,39720,4800,165,530
QSFmuI-DAK4,17,430113,7000,133,920
QVoleJYgdM8,24,2636357,63128,1367,3570
QWz3auJ78ik,10,390562,20538,581,1067
QZTExTxX1uA,26,392117,22397,311,1416
QatPF3Pqhp4,26,556504,25398,310,1877
Qbg2p9PHVo4,10,336117,9594,5430,2399
Qc9-dHabR2E,24,330659,26222,152,2003
Qcj15vHJTtk,24,8166389,64706,13863,8275
QeFwtA3p4Mw,10,1899190,104625,1603,6319
Qex44E0SywU,27,276381,10885,220,1683
Qf24J2Twws4,10,205770,16055,200,900
QfNG-YJ3YmU,17,2097854,41417,1524,9812
QgOXIEhHU1Y,10,16553973,578930,13408,27821
QjjAjg5aZCI,24,12820,356,34,42
QmAbpXRNuYA,22,78957,3212,36,361
Qmf7p6twbyA,24,74990,3428,353,685
Qp7QJpLhOs4,26,173997,5853,116,447
QpyHrQYeoIE,22,4203581,91331,2802,10125
QsK6c2dRhv0,17,354281,3499,220,303
QtNvvWsSsoE,17,2505614,43063,3155,1662
QwZT7T-TXT0,24,37539570,1402578,1674420,1361580
QwievZ1Tx-8,24,52404970,1565579,32705,194290
Qx54quy9tDQ,23,5270624,75955,2737,13116
QzT0lJPLbdQ,25,374226,7155,233,1493
Qzgar1P6cn0,26,89640,5107,72,271
R10qTLfwm8E,22,5733673,173998,2054,13060
R1TSiB9OuVM,10,5609393,94802,2199,3738
R8C9rZQlcKM,28,8177,491,3,105
R9YYmoJjBxI,23,2512491,25134,2183,1906
R9s5_Ji33xY,1,733482,25650,1604,3167
RBNLxU98svQ,24,16417,153,5,23
RBbkCEHBw_I,26,969807,15926,935,2428
RCRVve3V1IY,15,135263,5956,161,980
RE-aVnbJyOU,24,321580,2595,142,241
REbjfHF0N0s,10,1378937,78042,590,2599
RF-Mqs2qC-M,24,10501355,271913,9017,25561
RFHH8bSdLr8,26,661249,32441,675,1886
RF_7NIHp6Yo,25,348527,2407,236,1428
RFeQ_Ul1jB0,17,337580,5296,148,1904
RFywfHsFpQM,24,6413645,125634,3173,0
RHUxyXZBXY8,10,2866699,74831,2734,5936
RHpnWg6tdaw,24,1058890,30771,303,1268
RHzylDQ4wKE,10,406252,14826,441,1390
RIAVKKzOocc,24,2086,9,0,0
RMWTNik9i_8,1,2052405,85151,2794,8238
RNA516fNpuw,17,529609,4330,206,864
RPE3cglo9o0,26,680977,29255,497,2951
RQUuqbzQVsY,10,13809604,475593,9170,20933
RQZr2NgKPiU,29,5579079,365439,63579,77462
RQm0nKoODo4,10,1010818,73781,656,5994
RUApBid9vnE,26,359135,17772,306,1539
RVl35mjfT2A,17,1135489,9119,454,3234
RVpcL0nL7iE,17,2629,35,2,4
RWzZeA2GMsk,10,175842,10411,133,505
RYGFczNMAMk,27,318714,15229,139,1308
RZfqUAZddmk,26,169610,5146,144,639
R_5Qfc7APQs,22,469815,14539,1540,1432
R_O5x0LNksM,24,2290382,28222,788,1819
Ra7MMVEe_s4,10,100888,3680,77,164
RdAJZJd_O2E,22,350226,12727,697,1477
ReV1rHycYzw,10,259371,19679,233,1368
RfFcaV5O7SU,24,490636,5054,694,498
RgbNxb08jXA,19,503840,17587,216,1307
RiGFGXd9Xvs,26,2444087,96754,1856,23077
RjujNLl1jyk,24,112376,2788,158,247
RkU4WWEUj-Y,28,213749,9427,102,1904
RmH15TCBvDk,28,58811,837,161,103
Rm_zQP9JIJI,28,266389,7849,824,1311
RnaEqiVnad0,15,2184856,24494,2499,3238
RoIJtobSOqc,1,1875212,32206,1931,4543
RqAFeV8Bosc,17,141052,776,70,411
RsGqQC2tRRM,26,339738,8082,155,509
RsIIT6rXnSM,26,725421,17659,618,3275
RskA7MUqpQg,22,866986,26176,418,1851
RxlSl-kG3qg,23,389001,27256,591,2662
RxvcH25WThg,17,935753,8861,310,2888
RyH8TWLribw,17,636473,10390,787,1355
RyquDQ5kWSs,24,632821,10061,602,5373
RzK4sqmgimk,22,214676,10683,69,362
Rzuts_VwAL4,24,47147,542,113,62
S0OICOBR19Q,28,392587,12701,747,1881
S0eLwrrTBlc,27,13701,42,1,8
S10azlzvS_8,10,1823701,133400,1670,11241
S1O4kia_Iog,25,1056821,21624,472,2069
S1ke1xQ-rmY,28,14459,64,31,27
S45Y5WQ4Ucs,15,2510144,25901,2590,2883
S4vKQbpOn5k,1,108662,5878,425,1630
S4vxoP-IF2M,28,796462,26506,611,1783
S5xFft7kg8Q,24,1130020,22377,823,1088
S6YYun90S8g,2,1291227,24475,1700,6854
S74uFJHI6gM,25,20797,78,8,24
S8e1yxXiODQ,24,2435011,68991,4119,7616
S9KxqRUcnCU,17,22233274,848043,15147,37216
S9Xg6iUxYXU,25,953306,4654,2622,2510
S9ibNh16xfs,24,4851066,213925,1140,7773
SC8Eg0odTfY,24,20019,663,431,252
SCPkXjwSWCY,26,134881,5954,304,604
SCq8n_hOcN8,10,22918328,409234,35804,36436
SDGHRQyZKes,23,669789,15530,311,592
SEikcs2SbJA,25,218669,1329,1163,3666
SFdMa3nk1pk,27,224317,5632,257,773
SFxZb-GHbrQ,24,398127,9204,5176,2758
SJNdBNxNGno,15,181521,6742,179,771
SJXXGL_8VcU,24,94923,2382,156,145
SJmU2ewFhkg,24,70615,1365,73,385
SJsvPv5Q_oY,15,568702,31631,185,2099
SKV6h_5XFbk,23,11648574,267802,5132,10898
SMvZa784oow,26,597124,30066,887,2111
SNHc2PxY8lY,24,602853,27880,226,1551
SONGEiVMygg,17,2983487,33341,960,4845
SPCYaMmPnIQ,25,21700,43,19,70
SPD1v_8RQUY,1,726665,20573,485,3776
SPJsPQBnA2s,19,215442,4012,87,218
SQOSX92OjqQ,24,82048,4813,130,308
SQsPvrev_bQ,27,1777564,122405,1398,6316
SS0ebmCqHxs,10,689313,38244,549,1680
SSM4cT0chPU,26,442726,15894,783,1383
STVXHhTdjW4,22,616294,12602,292,529
SV2sPlDLQtU,1,99066,398,6,83
SVmuTIQBoio,24,1781312,29914,1680,4262
SWUrl7FpkAo,24,163440,13142,75,704
SX9mF288Tb8,22,2254717,131084,628,6487
SXkxheJ1dQ0,26,1005865,38377,1829,2948
S_5Q0lNmtFE,25,32001,255,239,475
S_HixQBiVH0,24,30066,486,92,88
S_lN0-gtWF4,1,75124,708,69,124
SagsqxiVStM,1,5186780,510,1774,665
Sb_hCbZ80aQ,23,6131880,65772,8068,3652
SbjnIK6VEjc,25,3225560,11933,2016,8029
Sbl4nCcO0qo,1,1311352,30029,820,4443
Sbp8MmSc2kQ,25,451602,10960,316,1773
Sg_Gmb0ntfw,24,4414661,1306,271,99
SggkMHx4GhQ,1,1895941,46102,1227,5513
ShZ978fBl6Y,10,7055170,291884,2715,9221
SipouoqLyxM,10,143696,3726,111,904
SlbY1tGARUA,2,2294097,5503,12290,3613
SmqLoqByhL0,24,354013,11346,353,1858
SoKQzAhXkbw,24,561101,11989,269,1063
SpC8U30Hnrs,27,447584,11983,247,923
SpdgahDp2Wg,2,462810,14667,354,8052
SphTGtDlhHw,10,6261069,153566,9818,9387
SqNlLDeZcSc,10,320276,9538,337,464
Srl96IoeWJs,28,64107,1617,100,365
Su6KVN33Bew,24,542870,9565,161,557
Su9Mns6fWV8,23,89799,4742,91,366
SuFMMvrf4ao,24,1402875,37177,2303,7010
SuHVvSsNY2E,17,629052,6565,236,1406
SuzlcQc1iks,22,2960150,56167,16290,11566
SwEVxk-jWDo,25,4176,100,13,18
SwOZ0Dg_IQs,24,42199,745,103,179
SwqUpegUT2Q,24,558724,6082,441,634
Swv1il6PpN4,19,624277,12410,324,714
Sy3ERg7OCWo,10,2045760,232423,2749,21114
Syar32OLFNE,28,401678,12542,218,878
SzB-tnaU0cM,15,295145,4891,212,340
T0R9gyvS24o,26,196074,6673,169,1477
T1-k7VYwsHg,26,2741354,93731,2221,11885
T1B1CxmAXLk,24,2726643,9126,1759,966
T2LAd43JoP4,25,667005,15954,8846,5607
T2aJzwAeA9Y,17,3988000,44191,4114,8995
T2uyIBURMjs,20,614024,26701,351,5693
T3-BzlYEhQA,17,273000,12662,155,682
T3hXC5yNZOc,10,285984,34129,1625,4219
T4FAg5A4wQk,10,4244395,245110,2384,17119
T4sDURQsUTI,20,1638715,74374,5023,23950
T5ITSG6KGlc,25,1173312,3689,454,1608
T8lWjQRhQXY,10,4046025,161761,4390,12824
T9KTTP7jrBo,10,152796,8154,392,612
T9NzhjcPsQQ,24,482291,10548,266,423
TBCD8PVL0Io,27,239941,9100,138,1405
TBF7eTSTWLA,27,832796,17158,655,3703
THCVReSmm90,24,2188275,32353,979,1811
TI5bEf-BULU,24,14890847,142231,4647,6042
TKGA7MhxPWc,28,886234,80973,706,6881
TKMXw1YI5S4,22,988,12,5,3
TKhRjduXFEM,25,44121,888,833,0
TLS837FaO4Y,23,636106,34759,1436,2286
TM42O6kYbI8,25,771568,16312,765,1096
TMfStd3v330,24,161460,2266,440,482
TMuhw2tLN0I,24,233064,2966,56,219
TN7LvuEpDIE,22,433362,32673,146,1187
TQ1O0YdH54M,23,973008,47051,837,24119
TSiwIl_aLT8,24,103161,2845,85,313
TTio2AvTMKk,24,6687,56,0,4
TTogFxTu_vA,26,469200,4473,530,548
TV42WARem_o,25,340311,7171,327,1203
TX0UsGn0GPc,1,519214,10933,339,2139
TXWkTc5_G4E,24,828023,12060,433,1063
TYFAkFxeukE,25,36168,463,165,748
TYaf8GbVKXc,25,59145,434,76,259
T_Fskj6ihT4,23,756470,6439,290,602
T_Tx4ZF-TkQ,24,1728905,25481,4119,9910
TaVvm0r_gho,1,3638866,95251,6527,19029
TaldfjkrHy4,27,323160,7237,98,1707
TdcS2LMQ5Ck,10,1383902,13688,3211,2486
TdyllLZeviY,10,11979805,408461,6516,17964
TfiTsqa2LB0,24,983218,92844,429,16264
TfiVD2_Quy4,28,57561,1656,47,176
TgA2y-Bgi3c,24,1257354,25617,1065,3257
TgSDDY0b1tU,24,1083402,19737,702,0
Thvm6dADOms,10,3042366,33947,1244,626
TjXQzRWmb_I,1,4579845,54636,1704,6309
Tk338VXcb24,28,781799,49935,415,5662
TkCcncggO3I,17,58556,975,24,44
Tlu-_31CWfY,10,1158695,43551,1169,2822
TmzVBGf6uKk,24,1032873,41701,311,2048
Tn8hOPeAnIM,22,2949068,128992,60701,31354
TnCa71iUVxA,10,6353130,267032,8516,11456
ToQloh3us1E,23,1617018,47921,1253,2833
TteS6q20VUY,28,481918,7814,193,524
TuPT8ZF0Vl4,17,1028424,7655,596,3607
TxGmy416VRs,10,425943,46469,349,1003
TxY10VhmLR4,26,742087,30661,1520,30973
Txlk7PiHaGk,10,8244106,355445,9040,22941
TynRELscK8s,15,26102,2246,10,199
Tz5L-rNWZBs,24,2390395,30286,9016,10766
TzMJabl_ykk,24,2115715,115226,1042,13568
U0FRd8BbRW4,17,17702,113,8,20
U0W_rpvm3Ys,15,579189,6045,492,1608
U0z-x5O_Jpw,24,1240734,15577,286,894
U1RASlbIIVc,28,1369181,42983,1473,5356
U3wVDJTOzqA,22,613552,5432,191,514
U41Pm93Ej2c,20,4008,13,0,4
U5EDORs8Jkk,24,380760,45444,466,3180
U5nrrnAukwI,28,425705,1845,36,233
U9BwWKXjVaI,10,60635812,994986,34165,55653
U9w-yE3SvkY,24,800472,14020,957,3741
UBGb8jRjK4k,25,84534,75,91,47
UCKC-QVcVn0,28,223794,14328,67,887
UCrMn3LLMVU,10,1542832,31386,367,733
UDByuFJ2nDg,17,557101,3500,254,1296
UE-kaxIiNPQ,26,2513280,68832,1491,2735
UEhsFEgsI5U,1,2167517,32657,2501,7025
UEu_f6iNfAs,28,65972,3506,47,328
UFXMfh5lKFs,17,53645,678,167,233
UFz3K9ByUqE,24,808445,7280,200,412
UJIo1AtoTss,10,1215287,41564,682,1996
UK2OQ67Xr4o,24,97192,1924,119,206
UKserM-i0_A,10,3432109,189578,1822,20939
UNnHy6Qc5-c,23,5684795,374882,4467,14889
UO5ktwPXsyM,27,472002,18772,220,1221
UOHURuAf5iY,27,233867,13328,115,1515
UPFo1B81hKM,24,55929,1613,24,200
UQkBcHLZOqU,22,4862581,221646,2587,12014
UQtt9I6c-YM,1,50168,46,6,26
USXoINPEhoA,28,2153307,93585,1584,14599
UUDaCU3SHqI,17,600228,3976,420,601
UUkn-enk2RU,24,19834563,446196,9293,32200
UUreMfN5eNA,2,41799,679,88,118
UWz4LPyoSw4,28,927966,21659,987,2396
UYDAgS2Mr6M,24,403559,5577,303,2521
UYZ1WjJI1NM,24,361213,5221,217,423
UZ47aQFp2TQ,24,1761886,34692,2184,6109
UaAHl_m_ybk,10,3738646,262753,2490,31844
Ucjgl-4s2nw,24,560649,4982,1396,912
Ud5Lq7D5YvU,25,484066,9031,8478,5842
UddlsDsoIWs,22,1830129,49693,1010,2010
UfKmSfgFxi8,24,14356102,538201,15643,26554
UfR5dKcKJvY,23,5179783,199176,19668,12021
Ugcz3EaGodE,15,600381,13496,223,604
UgpL43chE-E,24,336953,2272,87,117
Uh4XJjr53vg,26,33697,1093,114,96
Uh5y9hDHq9I,22,80396,4201,85,197
UhiXEgqhBWs,10,911288,33862,239,1397
UieloIkLnnw,15,9443,316,3,23
UjtOGPJ0URM,27,3675806,170076,6956,19119
UmFS7No3t8Y,23,1924405,251227,797,18021
UmXbLTbi8Hg,23,1240723,43764,1258,1525
Ut7e-0X8lds,25,2232908,7101,6865,24228
UuR8UhMTw5U,24,1330675,20765,1105,2497
Uvh3v1BkJ-A,26,531566,42326,728,4220
UwbO_xb1-Xo,22,1045731,0,0,0
Uy7yJdq1yhg,26,3848577,137560,4491,12479
UzQP7u-IOxg,17,973185,9120,595,1380
UzeIb-TZo_I,24,1017884,19593,1472,3178
V-F7tpdPZ-E,15,791774,27868,705,3738
V0HCZ4YGqbw,22,3362369,295288,6258,33900
V1LBWKqQpfI,28,394975,14667,472,1830
V1Pl8CzNzCw,10,9208165,308653,3070,10677
V1oBoGdrVTs,17,140517,1672,183,147
V1rt0t21vQw,22,283720,2863,118,293
V2fw7u1epLg,28,1730361,141794,2765,19219
V4dqF7UOspg,25,9846,148,116,84
V4kfrZSejVc,15,368852,12958,232,1097
V59YAu9l-gY,17,339187,8797,223,995
V5cOvyDpWfM,17,21005589,59281,176903,65181
V69XYIRjKww,24,12030454,1667,203,348
V6ElE2xs48c,43,1309964,22324,606,1642
V6wWKNij_1M,1,2497708,16034,709,1528
V7E7huN3CPU,28,64167,159,14,25
V8-JfSXPDp0,24,2271297,27499,4366,4737
V84c6CqZ3dE,24,264383,17398,409,1948
V8OUVHlpnag,10,207079,12229,71,1266
V8d6oQPQmX0,24,502957,10847,759,2748
VA7Y_Psp5l4,10,1065716,50829,1057,3347
VAUHZYf_aKY,22,4416751,63703,5533,4094
VA_P3p7MI98,25,526175,12423,791,894
VFnXRntc9XA,10,263914,7604,374,982
VH4pgiB5xu8,24,195410,21967,76,2030
VHXPFrOfndg,22,72022,941,827,248
VLxl1UeuwHY,19,1794493,28780,1484,5557
VNigGwmovdA,25,218907,1055,556,1035
VQbYbElYjK4,25,28964,138,41,421
VQhIUzPJi8o,10,2467424,201742,2723,13761
VQm_Y7wEzGQ,26,288553,6929,217,715
VRHhT9f6e0k,1,110072,179,13,31
VRJmcxCrAOA,17,29090799,1017919,15066,51282
VTVQUw1SJ2U,24,220428,1549,154,189
VVMCz04CmlA,24,5913551,172833,6378,14867
VVxQ9HC2aeY,26,2460216,114540,1941,6169
VW-5B_g8CrY,25,3996,45,6,24
VW2xRR75lKE,27,660630,9499,198,565
VXQ1FD77egw,24,601643,16376,927,2753
VYOjWnS4cMY,10,217750076,4934188,335462,509799
VYmfEx3taAM,24,1149510,20550,557,7205
V_jU_ssWvc4,23,1106875,10862,2666,2193
VaGcPRMY5UM,10,6944619,157423,6075,6152
VbunGI4fryc,15,385658,17304,214,7122
VeXoFFxxUyc,24,493836,1391,851,438
Vfugwq2uoa0,24,433149,6626,215,938
VhI2EpAIcm4,22,4162077,89469,7521,15610
VioegwSjypk,23,1202392,27324,501,3060
Vk-HI3SDoH0,24,46119,1624,92,152
Vkuj0IaeH3s,25,170325,1752,192,929
VlOq_4lmpzE,24,471360,24623,632,1880
VllA1V5M38E,23,2206241,22393,2848,5237
Vm4Xn5vjqRA,17,5938439,1121217,4360,83660
Vn-l53PbEIQ,25,24332,320,71,0
Vnn1FhYULrA,24,36346,1310,44,483
VoUEz9yQJ8w,1,2696,0,0,3
Vp40y-048MA,17,484054,4239,2590,468
Vq5cYJ4vtvk,10,352090,12187,87,347
VqcHUdHQ1u8,15,75273,4408,81,558
VsY00LXLa0k,28,561205,7766,399,918
VuyaBA4h4uk,20,64584,4138,33,298
VvEGctiW7io,26,403529,8006,130,351
Vvya3yofDY4,24,571176,13099,166,895
VwAnsAUYnw4,10,13882785,380406,13872,26945
VxWhgFU7nWE,26,189102,4759,59,176
W-FxnLAnlGg,17,341643,2227,152,603
W0Anp0wmXek,19,584565,13758,519,2427
W3FH1scDhfA,28,777777,1521,60,123
W7SZmMW6Ow0,24,211723,6374,140,846
W7Vf8NiqSu8,24,2427,12,0,0
W7a8qyJ5W74,23,233904,840,82,154
W86cTIoMv2U,24,859682,36801,171,2688
W8mkksk1Ouc,22,172301,12038,81,700
WACO9TqZEh0,24,671611,14824,881,1708
WAX8tyQnTpU,26,592107,30295,542,2854
WArjc_PF2b4,25,58231,397,90,1039
WAwRrtH-4Lg,23,7797284,386330,4899,80500
WB8ozD7l02w,20,790794,19422,902,253
WBxwX1myxqc,17,363629,8920,162,534
WCKG9J1d5iE,25,32462,449,483,940
WD6ZMcLxCO0,17,242642,2169,177,746
WF82ABLw8s4,24,1273975,16954,2329,2538
WI06POju7UQ,22,439893,2865,2951,2367
WIV3xNz8NoM,24,1011030,31809,979,6710
WIWb8f1WIyQ,2,485534,0,0,789
WIkBvAmXyGU,24,24047,264,20,125
WIp-QvvbsEw,27,421136,14674,506,4186
WKPIEWcGoVo,23,1287432,50489,1490,3259
WKdt-UxuPxM,28,283545,24524,698,1452
WKfVxoPO_Qc,25,673301,18269,1223,3396
WKrnYjpmcpE,23,213433,11584,231,1719
WLeUt-jBE4Y,23,522580,7950,218,927
WMefea9aYNA,25,18280,326,315,447
WMs3NOW1TDs,22,2082799,53925,2529,4426
WNs7fkbANM8,26,917390,80775,1281,10030
WOAIo9G9rIY,22,868930,3508,435,1090
WOAvDQNNaCA,10,321560,14705,211,610
WPZfIKy7LWo,23,1272242,57418,1868,4790
WPkIJ5qlEhU,26,123372,6336,84,464
WQd6x4KmVhA,10,16425,720,29,53
WS7f5xpGYn8,10,33420138,821971,165109,81388
WTyNJOXycQk,15,106337,5386,68,1063
WUFpGGe8U_E,10,678475,13892,397,394
WXTNngJsBrI,24,717877,10486,193,889
WbQUT3vNUtE,22,276385,17452,299,800
WbgIREVg2JU,26,528634,26029,761,2835
WcjPlOmDtKw,26,1285754,81074,1443,7882
WdOGSNQP9b4,24,564951,32030,292,928
WemDKlmMAIs,1,1950182,2950,65,144
