video_id,category_id,views,likes,dislikes,comment_count
7ZhaNwZbco8,25,118025,1810,4392,5192
7_FJUSBFbJM,43,1445949,33261,475,2181
7aRxsmfBDI0,24,665478,15577,417,1779
7bDvhiHoH-c,26,186548,6260,196,971
7bfS6seiLhk,24,7308023,144410,5839,5790
7cmzAjwmc5k,24,976652,5400,1660,1428
7cqYiUmutGI,24,1755038,55982,962,3714
7dKownfx75E,24,426322,4372,137,473
7dNu1AorSYc,15,14079,528,6,57
7e-uqc8H2BU,25,29202,228,64,196
7efwdTlRvvs,17,7189,15,0,14
7gdoj1ViJ8M,26,299370,12707,374,2388
7iQn-toQp6A,24,6535720,16788,4312,5000
7iksIsZOCBM,25,117464,1011,113,493
7kLO2AB5SPM,22,5069042,228488,17598,18874
7keZTcdouoY,25,189594,6437,6441,4517
7lIfFJgmJsY,15,3820,12,0,2
7pXcSzCvYvs,25,2084,45,5,21
7rOQv_6L9fQ,25,2494584,35785,7591,3169
7s71D2kQrFE,24,1669974,23244,1914,0
7sEKooUZi7I,28,3319,30,1,1
7tYUMo3IgXg,22,2524578,43735,2468,3239
7u6rMOvvTzU,24,548892,23551,595,2675
7vLYNDTqpvQ,25,436619,1170,1270,672
7wDUrQAaYsM,10,3424478,79048,3650,4051
7xN52zQzYy8,17,180238,511,594,456
8-fwdc3OSaU,27,295995,14323,283,2133
80L97nV_vQc,28,406703,7906,2069,571
82zGhWVXXxg,27,543968,11200,642,839
83paNSKdfNM,24,396791,8032,759,1534
84iujjDAqHw,1,92030,1347,115,83
86ysRAffCpI,26,586898,22680,995,1054
883Omd2YqXE,17,226283,2311,326,157
8857-yQOZ2o,20,65745,1518,73,666
88EB0TEGQDA,10,2090172,26797,2721,2792
88qeUDD9Vv0,24,945446,25255,1985,3034
894X4nV9Mys,24,1875053,72568,630,1829
894rSubVE5E,24,1040659,18814,1224,1837
8B2esiq24Hg,15,716164,21804,301,2219
8BAhwgjMvnM,1,7227939,72979,6069,12587
8BQqX3bUqtY,10,2504920,100045,1741,3012
8C8pRDetZr8,25,28271,209,52,217
8D7c9CY7vXk,1,74582,2627,143,713
8EK-QMtHhMI,23,1503192,96477,5226,60276
8ENIIcMmeD0,26,515855,35610,568,1986
8EiDiriAmfk,23,1475049,96552,2627,4720
8FqgrgVPvio,22,220181,12096,263,4746
8I_uK7WBbjI,26,615784,30014,769,2944
8JfMdhrbehY,20,1043209,47105,971,3086
8KgiaRPxRnQ,20,1316002,50126,1866,12794
8LSpT5xF3UI,25,118930,1078,67,89
8MPbR6Cbwi4,10,15043210,247709,8609,13399
8MfSVTHqNHU,17,836530,15240,465,3004
8O_MwlZ2dEg,10,12163782,1784129,11162,180133
8Ojf1RVqRn4,24,899675,236,18,40
8PRrH-1kuwY,24,639997,18363,1084,3174
8RMScghsI6o,27,223475,11180,491,740
8RsDxpyUa_U,23,836483,37279,1646,3056
8SxMEqwKVUs,22,486826,6003,1121,759
8U-7F0QfLCE,2,125806,1851,96,635
8UHMSVOHddE,10,349965,7305,264,306
8V08Gu1DOgE,24,3322130,35099,6902,4030
8WbxbqwdWog,22,639517,6692,3530,1082
8XBLuU_4Qgo,25,1924522,22049,1067,4045
8Y5-GI9hYcI,10,29075706,304469,14239,10190
8_rTIAOohas,24,8842980,284040,5096,24559
8bNu6Ktj858,24,619443,6665,1158,1321
8bn9OBHoO0k,25,27178,242,25,85
8bqvu8eFZss,24,511047,14224,434,187
8brYvhEg5Aw,24,1575608,15910,634,3032
8dHNmfLJeR8,24,223020,2648,170,357
8eo-L_3OWAQ,1,4376750,52381,3744,2881
8fbyfDbi-MI,10,7127666,130249,39174,29855
8gE6cek7F30,26,468838,29553,494,1544
8gcUmiOlM1M,24,360896,4444,367,772
8h--kFui1JA,10,17424422,340361,8724,12041
8h2rlhsN9DI,25,316014,5464,590,820
8h7cnLWQKtM,26,703909,12075,295,540
8hYTPl7MkiA,27,356063,13234,230,734
8ikZqUKIHbY,22,957052,215,157,113
8ll04Zzw5UM,10,4416051,218247,5076,22179
8nsWMmFYRqE,10,3742064,155330,1583,7073
8pB4fkdD93o,24,1078851,45117,885,4232
8qW6fjiMhgo,22,24737,0,0,863
8rbE3RssSEY,23,713784,10904,480,741
8rqztDFvmZ8,26,1916015,66506,2420,10248
8sg8lY-leE8,23,2949050,29493,2378,19853
8szK9FBpdPI,17,120802,1131,92,642
8uArRFr7_YY,24,418749,9267,1449,997
8uBP6UL-jEU,24,3745968,50925,5906,4846
8udNOTFiqUs,28,2044300,19749,1182,1694
8vCn190ti9U,26,1808784,68556,5864,6872
8vl82FssW5k,24,91193,641,97,82
8x7UtZKwfHA,28,3052453,74933,5678,14561
9-2FS7XpTh4,17,107907,360,72,292
903QDFbbeww,22,986538,25334,1742,1629
90CCjgX0n20,24,13124176,22664,17917,1995
90uhxbfUfC4,24,48526,255,322,155
91Q0kddGWLc,26,494907,1660,4285,1078
92BKdIai4ck,1,15127,153,10,5
94k6kEVGZzg,24,1386699,75185,1137,8228
96bpvMCfBfo,10,784820,30011,283,1076
96oKlWv5wSo,19,779408,14823,510,1741
98QDI87DdcY,2,154363,2603,324,485
98ixGAcR1T4,24,531285,12087,241,290
99t4EBwIAt8,24,1626837,85378,455,2316
9D0eyl7-XQA,28,89132,1981,7,87
9DUfFHaUpxg,22,1732872,46176,513,2662
9DjgOFSBJYc,23,176448,1735,197,135
9GqohosViw4,28,1292218,49464,709,2704
9H2SSvQ8ihA,1,7138640,11645,520,590
9JBKuNrd5m8,24,1508651,37882,1252,14917
9JQ2gHDPnDY,24,2114478,49033,1994,7008
9L4-DV1nVek,1,25796,64,4,22
9NC2saE5MbQ,15,4136189,21951,3244,11738
9NkHIv25IH4,27,512293,17861,296,2968
9O4WaQ1zqUE,24,150991,746,758,687
9O5PhuW927w,28,981439,73752,864,4871
9OGr-2g0zVs,26,15300,384,71,44
9POblaMln4Q,23,1339587,50927,1760,2525
9Pwy-cAf09I,22,185388,7081,48,798
9Q1WSQ7R8U8,17,293295,3457,153,537
9QojtREFuFU,22,2149621,16996,1574,1957
9Rr9u6QGgVc,24,1548781,128639,2164,15858
9SCNLl0MQPM,24,684913,17268,589,1950
9Szts88zY4o,24,2580817,74716,4678,14342
9TCdWhmtxCk,10,352048,20981,300,2250
9TUBf6l7FBg,10,24004779,0,0,3
9Tuqhjq5ANQ,25,584892,2461,283,1879
9WFf9XY5rME,24,1855559,45701,1815,3192
9WXQr3WVrbU,25,1034276,5411,723,1926
9YlnHbN28jo,26,298298,5621,224,229
9Z26NYFJizI,27,417092,8528,531,1338
9ZrAjnPHzjQ,28,26983,137,16,71
9_lkVzzd6rE,15,237310,11899,59,873
9aC3UOu5dR0,24,4167,76,18,1
9bAiXJoNdy0,23,370481,28342,515,1450
9brhgq2OmXw,22,8021,65,5,7
9d-Z7V5kZvQ,25,575537,5882,200,570
9dHLFD_Jveo,17,2192738,29338,3852,4995
9dmij6g-iZc,24,719133,12912,657,986
9fKALFSxX_Q,26,302656,15294,829,1454
9fed80dZ5wM,22,432552,33331,435,5212
9flXyzcSfT4,10,548658,26021,143,1214
9i3GtPIS0-4,2,571347,30468,229,1417
9jRtpMKLsts,20,5616854,190079,20368,50334
9m9oO84Q2fk,17,15500012,398740,9735,28045
9o-gcCwMOgA,17,664377,5488,342,1713
9o2FXVhjLyY,24,156712,2456,191,755
9oyKePWRi8Y,17,8930421,360921,3798,18243
9pXLSjDkcEE,19,268248,7150,138,597
9qRqfWJ6ONU,17,155126,6646,121,322
9qlF_9PNhJs,15,460046,20037,219,869
9r6NI9m_IxM,10,864149,2772,414,193
9reizHjwuNY,28,736748,27759,498,5734
9sRQQRiltrE,24,4005642,194147,4453,21655
9sbnGfWaOwQ,26,395783,13816,231,1269
9udUUMxQNG0,26,3791,70,1,6
9uez2DBg9Mg,25,1041847,10932,1021,2181
9vDdx1dba6c,10,475702,58882,431,3951
9wD5OsJM-Pc,1,764936,9485,904,710
9x8JN8zDqis,26,1045168,53603,4143,6445
9yDNAc8YS9c,24,1769864,50590,1591,9205
9yWnVxe1qp8,15,31228,1159,19,104
A-JtybJbVbA,1,92983,1639,106,123
A0FZIwabctw,28,3291206,124998,1555,8131
A2dIL4sf4TQ,22,1153783,50011,2534,4959
A34u94sPuKg,17,56495,835,18,407
A3_c-aSZF5M,1,165175,546,68,119
A4cASDml7Vk,10,72801,317,14,34
A637CH916wY,27,12027,649,7,77
A6owSHYjOiE,24,29305,75,12,12
A9QDgSTVhyM,23,526982,26505,1321,1794
A9R5tJPbcKI,23,530315,14966,358,766
A9YcrloL3oE,1,3611833,277570,8522,37011
A9k89DYdHKQ,10,537822,6686,837,682
AAbtGz8dHKc,10,9020,123,6,18
AB_u_kOSP8Y,17,349326,11755,76,815
ACHZrvF6mTA,24,839839,15386,682,706
AFC5RaH4xMg,17,455015,7556,136,252
AFbu21AGSho,15,892848,15377,554,1827
AGPMMAjBt6c,10,196212,1694,68,69
AHIcMK_7-Us,22,49462,198,6,24
AHIrklVaooQ,24,108116,4195,68,613
AIrxDop0GCQ,19,356075,5627,184,361
AJaHx4CDD-k,10,65973,3677,454,836
AKmlFyQaiXo,24,622331,8061,1011,1062
AKstzozuLKY,24,265260,1942,112,55
ALXiloyym0M,26,188155,7011,179,1053
AMiXme4bMUk,28,150908,7092,127,946
ANDqRchWuMc,24,187585,9354,171,1392
AOvCyD9bbDM,10,2122601,83836,5251,10472
AP14dJZzKkA,24,3845553,133530,3363,20114
APASP1YKH60,22,282389,21539,126,2385
AQxBqfy4Faw,26,471945,15114,184,1634
ARA0AxrnHdM,28,326110,8502,332,653
ARuS950sgXM,25,53198,234,146,104
ASNA5kkMQ20,26,86380,4535,60,496
ATFwMO9CebA,25,704424,9687,3131,6439
AU9I1MX0c2s,10,386991,9083,190,467
AULfqQCVmWY,17,1722,17,3,1
AV1SWIPxxFM,24,1340395,31178,1305,2641
AWgfOND2y68,28,1062124,0,0,0
AZTn1UMs408,23,20960,318,5,34
A_yJqOZcIQ0,22,5013,8,1,1
AaALLWQmCdI,10,129318,9577,103,1663
AeVrH_3igzk,25,3640,54,1,4
Agg73-6QOYo,17,1357584,9762,345,4741
AhIh8lLYzLo,2,61652,533,74,301
AiH3nDqWr9I,1,8999134,147103,7099,19063
AixWaRt1ulk,23,25373,177,23,43
AiyZ92_JZxA,24,4297582,32196,3803,3437
Aj5oA0YxCi0,22,264912,8384,123,378
AjMBDpRXsYA,25,10806,99,64,0
AkCLxl3MzNA,27,1454759,54313,1001,9734
Am6NHDbj6XA,24,6492425,105915,14429,3623
AmZJwThOfzE,15,7325,6,6,1
An6cskMsG7c,25,144967,987,120,521
Aopb6YZyeFU,24,606048,14466,876,2148
AoswyJLilgo,10,396878,25272,571,1483
AsTdC2RToIA,26,2384671,92519,1162,9327
AshvBTw5Z84,24,2651325,89452,1550,4651
AtCLwYFRp4o,23,3153075,36305,7245,7676
Atx-0_G1KHQ,22,1073831,32386,1241,1537
AuWwlxym68g,10,357299,13388,262,539
AvFNCNOyZeE,28,610581,12597,155,545
Ay420BlEtb8,25,158778,1334,676,677
B0R9wQAFBbI,25,34953,297,48,169
B1Kitc6cMXw,19,120441,1080,272,320
B1pdDGaC9Mk,26,20100,697,54,60
B1r4Z3nXPVA,24,1800483,118254,2088,5422
B2MvoBRzrm4,28,2840,119,1,7
B2W7c3XRBwQ,26,665791,20689,353,2896
B3qT1k0r9pw,10,2255876,49697,602,1417
B4C10LKAcZQ,24,1087394,25698,291,2489
B7AjF4of300,17,1233075,16390,576,939
B8R148hFxPw,28,444997,3723,133,391
B9nVxg3DqAM,20,1438726,43294,1284,9771
BFWI0GQZA14,22,1628628,44765,2565,3325
BFkTu8Y1KLs,10,2095026,49729,698,2804
BFqNP8VqoPs,28,281340,12767,176,1628
BG0a04PX-zY,25,365455,2663,1954,4834
BGszdLW-VqM,26,178765,10218,137,903
BHloD113J54,24,320395,14684,635,754
BIQK4-9YFW0,10,3953945,110060,3831,7273
BIVGh32dVnE,1,64261,447,65,89
BJ2yzCRPonA,24,171576,936,97,218
BJDGBNFxO7o,24,847523,44077,650,3951
BJeCOo_CRyE,10,2003048,111598,1401,6108
BL4dnvBytLA,25,376291,13256,234,959
BLXLPisBe8s,26,330310,18307,408,1867
BN7rNfOsBJo,22,1082634,43858,1336,5838
BOKzXQdA4Nw,1,913811,9336,604,524
BO_g-ncp5wE,1,460673,6834,177,472
BP9HNVuGb-g,27,241441,16851,221,975
BPQHG-LevZM,28,921172,23938,482,1803
BPmAxzEJpWA,10,2714802,39153,2691,2098
BQ31l1gPGKM,10,19177871,356298,12457,19735
BQGpIPZx0qc,25,467230,2547,2443,1326
BSHh0MmJM1U,26,330955,14961,115,956
BWYA0CYJV74,26,483707,15769,247,747
BWp5WAFGV60,28,749223,7428,377,1743
BXnGUUsdnR8,24,1107554,24188,2138,5742
BZt0qjTWNhw,15,1361759,34575,1227,2352
Ba4j_q02FM4,24,672329,34047,1788,3173
BcruuWQ2_9Q,23,491205,15517,786,1088
BdwJ0uXIV_U,24,549371,19203,527,568
BfawmhUVXVo,24,2144958,29805,915,0
BfbIoUMdKZ0,10,518578,16637,405,1102
BhIEIO0vaBE,22,56111957,0,0,0
Bhplg8YCu-M,25,2666775,30949,2791,14717
Biex1XR_mpo,22,3602906,54034,461,2586
BjRNY3u3bUw,24,5053825,14222,1490,2424
BkpwPKZb_Zo,10,583346,35757,541,1588
BlHVpQfxJt4,24,493451,12093,723,1457
Bm8rz-llMhE,10,30061253,510475,15489,12134
BmMuLuG1yW8,24,781858,12207,1162,4069
Bmn2STJUWJs,10,475296,4504,2774,2232
BqLwMIA-HlY,24,96463,307,261,832
BrqFTswejpU,24,1422262,42315,4271,6373
Bs-Hr-gEJAU,10,32079687,867305,7688,40794
BsadA7UR110,17,1251402,18884,1604,2015
BspHjvU11y4,10,2052790,47232,1084,2473
BtvRaMPJWLs,20,3962616,219928,6998,15198
BuFrAmdWveY,10,161456,4724,71,138
BubFE0CYMYg,24,882501,15844,240,426
Bx1aWLcUF3A,25,3068,20,5,10
BxZYIjdgGtg,10,19722,203,80,92
Bxhew4TpiAg,23,165099,16661,518,2451
BxhxZHqHDGA,19,49115,1900,21,132
ByO3RFHMdSs,25,5760,74,147,147
ByeyFfOHgQA,1,2579421,91743,9507,20462
Bz947t-vWzE,23,1544312,30356,669,5028
BzzG-yDxA1c,19,68719,1997,30,174
C-DfipidnOE,28,1710398,91315,2137,8035
C-rumHvmqCA,24,15045586,1700,5735,0
C1fRIyBW4kk,24,17342,768,4,74
C2-bOy3H6Ss,26,483009,28906,381,1857
C3B69-LeVCY,10,5576,312,2,17
C3_spbo8eVc,10,739428,29211,750,1691
C535gMNdiDk,27,894787,3192,1146,757
C54cHGCwBdk,17,603868,15155,196,783
C6Oo9Hel6MI,23,195363,12937,274,760
C6SZa5U8sIg,1,10083696,430160,18357,31889
C7lQ_jqSqKQ,24,1025505,36127,1160,5811
C7mxTEskjQg,15,801597,16086,182,1102
C82YHbZNmKs,26,24611,1646,32,258
C9XDrAfT7ks,1,91982,1569,301,351
CA6A3ZlGlH8,22,432969,7878,1675,1891
CFa-pa0-VqI,26,1603765,55499,4023,5402
CFwXUarN-wg,1,83200,15262,26,881
CG9yQ8PXf6o,10,4409293,38910,2325,1512
CH3aAnw7XeU,24,656029,17070,613,2449
CIsfY7S_Uw0,26,491613,21995,285,962
CJRw18MtRPg,28,3323467,40519,7487,10345
CJUgcgFNNWA,24,169130,4295,300,884
CJv0I-xYuC4,24,635182,14171,1148,3773
CJzaYLc4pPY,10,4007147,191236,3682,22696
CMA2iF6RuXk,17,2762839,14362,37877,21507
CMJblEavb7g,24,83499,1835,175,140
CNBGEWRdeIM,26,193794,7547,78,824
CP23fL52Bes,24,309062,2725,361,744
CP5Ro3oy-ec,24,4996413,28491,3306,5290
CP6aYDssDSE,19,2093619,38187,1960,5714
CPjWgk0UXps,24,1440134,33234,1608,1395
CQQit01HHLY,24,4444686,221365,3505,13504
CRSsa2o6PDQ,23,782535,20902,1932,1767
CRiBnM9l4N4,26,1757685,79092,1398,8092
CT-orZzuN2A,24,2335156,38642,610,1137
CTFZoz-mB5k,26,338592,14773,412,1702
CU8qwXYH83c,23,1831572,20254,530,724
CUNq2_VjRn4,1,9001804,377623,7464,30707
CUnRQYS6xqo,10,159168,4546,268,1791
CV3SaepBEYI,23,1067802,42552,18428,10165
CW70dL5430c,28,111950,2268,103,268
CWAX-tiepMo,1,1380940,49981,2818,20286
CX11yw6YL1w,10,27039153,564493,12675,34246
CY8E6N5Nzec,10,15208321,592538,7293,29404
CYZkT8gbiEk,24,55611,666,227,133
CZ7KRUYQyKE,22,1542531,124632,2778,7661
CZMO9Ud0tOU,27,313187,9726,292,1058
CZkUNPBlJIQ,24,6769003,165486,2731,8730
CaE0JD1X12g,1,2174369,60161,2431,6288
CbWP9nvnRhw,24,3673170,212212,4165,18529
CbfnCflL4-E,1,253965,2444,437,1249
Cd2Ue_xw1oo,24,4233,126,1,8
CeCgsmTjHjk,24,4789480,292738,6004,22702
CefAPPIkB8E,17,181929,578,125,173
Cf3zj7D8SQ4,1,1776291,96594,2338,25772
CfvTmIEN2Hc,10,391174,14169,236,418
ChqXsD5L8Ac,19,376264,5087,405,1263
CiFnp-oKZQc,22,839162,7662,286,677
CiaoTcPpbDE,17,421341,5587,240,464
ClM-MORjXQI,15,290344,12224,198,1094
CmO2143BzYA,24,892676,6555,805,945
CokyUUrx18w,24,3552320,77211,4396,9872
Cp6j-izXLtE,24,776037,20353,719,5946
Cs2Xr2b7ako,26,242776,14631,149,1158
Csnsq9f_ZkQ,1,1203351,33421,684,3481
Ct9BFr9XBaI,10,996503,25114,764,1467
CvAQpSdcvno,22,196811,2888,58,179
CvkOWb1U-LI,28,282309,12547,526,791
CvqtJTrsKCE,22,602591,28347,1436,2090
CwKp6Xhy3_4,10,1606993,9035,693,343
CxGUmtRLm5g,24,9293828,20467,5000,3240
CyPPi6T3D3s,26,1504263,12959,1441,627
D-IkMEDaNQY,24,1280410,23156,1336,2810
D-pKeb6Wf4U,10,3662495,169521,5681,12821
D0aAYfRBVik,10,1516733,57080,2603,3617
D18e8aU-UWs,10,4005064,121553,2672,6789
D2mxKEa2xmA,24,218721,7893,670,1002
D30jtARAEh0,25,94683,440,899,1083
D3BJ5bt5VbA,28,297405,4641,397,616
D3uvvA7dyoI,24,94432,4057,37,293
D4pdh0eTsxw,26,218903,6122,621,947
D52qnC7dJcQ,10,1861355,31576,647,1037
D5D90CLAILY,24,538587,4815,278,808
D5bEwcJ8eCI,27,330372,12877,423,5486
D6Oy4LfoqsU,24,993525,45849,1013,4076
D7JorwX31CQ,10,348783,17791,384,1151
D7plDibrP1U,25,2591777,12534,1502,15778
D8mu5AgUsPs,24,369487,1770,357,160
DAi3GgwhDR0,24,1077108,22003,1439,2733
DCUD9kjYOAk,10,1769200,86122,566,4357
DCcA4FyWeXI,20,57462,2892,83,354
DD4jmj9AevM,24,91161,882,214,249
DEXfRMTRJss,24,598483,16204,7062,4182
DFZmEaNqdNc,1,41375,1764,31,117
DGdSlnw4D_M,23,2889410,37587,4880,5710
DGhPGH2YROA,10,2408990,123245,1102,4033
DIBw9dSVKdU,1,22546976,295631,14980,53401
DJFeaRWJdy8,26,1278977,38761,1182,6869
DJMyDoYkioY,17,405781,3802,688,2529
DKPCBAlDw2A,10,15088622,385303,11915,17156
DMKcO-T5Y4o,27,838402,24115,342,1805
DMT7EnJ_Kp8,24,400593,12801,163,1069
DNrNMg8_gEs,24,1651715,106838,930,7335
DOyL60sgi28,25,93865,462,205,367
DPCW4yvWQT4,24,1392693,43578,3085,2491
DQDj074iEuM,22,229332,30,629,214
DRfniGCgW0I,15,339517,11486,333,1254
DSG-zxGRkJw,27,334148,13772,140,914
DSRSgMp5X1w,10,8538280,192354,38675,29419
DTDnD3MYwuk,17,458952,2373,1477,696
DTErM4uuPdc,26,300715,9789,118,837
DTg2FihPSso,17,1011136,6948,575,1524
DV1OqgHb3jc,26,5790135,300602,19537,59994
DW7LqkHzSwE,22,226192,4941,651,343
DWaU47V3rMU,26,297209,10005,413,852
DZAiRufPx9A,23,1565382,92163,4351,8026
DZJod5hUqx4,24,602127,9974,231,836
D_CZ8v9uZJY,26,1179451,56241,1175,101591
D_eZxSYRhco,24,2953664,30865,1173,6821
Da-2h2B4faU,27,2982517,171636,1860,9777
Dan2YMDCpms,26,1550845,139013,916,10019
DbIbchSteCI,27,188210,6197,123,437
Dc-EG4ABsxA,28,572775,18919,569,2897
DcCh33lJLMw,22,1694330,117495,1510,6024
DdLYSziSXII,10,13831320,395282,20532,35732
DfSLEBm9WHI,10,827249,80660,1140,7240
DfxhWPvhFCQ,24,581030,5327,2435,1895
DgY_Q3jE0BM,24,18108,155,20,10
DgaC0ytqdv4,24,303101,7164,255,1242
DgljcMqPG98,1,507121,4129,185,432
DhEjpq88wGw,24,699104,12224,326,710
Di4QJUCElgs,22,160409,20169,81,2799
DjbysQgJ64Y,24,2393894,46472,36669,20572
DjjBg8hTaPo,28,202550,7312,246,595
Djw1PmpZt9w,24,624212,11582,188,778
DkeiKbqa02g,10,71017021,828626,36928,26279
Dm1tTSZHj8Y,27,111619,4993,291,941
DmTcVy7Ng-g,23,79591,5147,115,402
DmWm3ar0PiQ,26,335613,26428,316,3299
DnSO5Uhobvo,10,639685,59842,621,3861
DtWriozwdR0,24,59486,1117,55,108
DuRobNfQK5c,25,182200,6315,402,478
DuTnYi_HW2o,28,277281,5031,363,453
Duc3F700lgE,24,1132118,11926,909,1840
Dv4Ph97jv44,24,1650078,49066,710,1536
Dwc27Lsr1EY,24,2061448,5290,1861,546
DxSf6Nb_I7o,24,293591,4088,165,382
DzNwinmBawo,22,756023,11869,991,4482
Dzr9f-rkjnw,22,403844,2484,1018,1209
E-u9uo0laA8,10,5358351,270831,9822,23603
E0cbWdlQg_8,1,4126161,54797,3234,4451
E21NATEP9QI,25,985090,21502,676,1700
E2qtPth2W6w,24,562303,10712,316,809
E4c7EE8_IX0,10,2435309,70288,2916,5924
E579ABhzXwo,26,243232,9530,203,953
E60w-0q8Y0Y,24,2910609,173772,9109,60
E7zFj4iUn0U,24,430321,7699,1169,1912
E9eAshaPvYw,1,377621,5168,507,697
EAGhzuitLXU,10,7061203,203630,3935,8943
EC5UCCnk59c,17,1426823,25850,747,1424
EEzj0HMz5Bc,23,3185320,204175,1810,8675
EFwa5Owp0-k,27,760827,28605,2417,3183
EGV9Ms9EHcg,24,798988,51778,1853,10314
EJjh19zO1lk,24,1102513,22878,481,2143
EL1wN_ihL_E,24,2181976,32457,1420,1349
EMTo2UqcnGg,24,403229,4632,881,1960
EOmcGbXsRM8,23,88425,1901,332,264
EOwWjoldNNc,25,209343,6648,5811,4213
EP06RO4INws,19,244593,4123,90,268
EP_2NXe0_1g,25,548993,855,602,1696
EQ748TZcuqs,28,321688,14746,154,752
EQqIiTk2fy4,22,1004615,53282,814,9743
EQvdKS-QX_E,17,981884,21664,368,1967
EQzWr52gCWA,28,3735,139,1,43
ESKmRiLjNpg,25,2238723,22055,7332,3691
ESRAQtXVQL0,29,23634,131,13,23
ESyJop31cmY,22,380230,32022,189,2231
ET6XGZqOyjY,26,2272385,87005,4820,7826
ETabBP9tUD4,23,114967,2783,54,201
EU-eQpCqBXQ,23,3290220,150621,4161,10751
EUPlbO3Ub2I,22,1339289,29265,4954,2875
EUfZCJtfAYA,15,1247515,27444,923,3870
EUwzWHD3Htg,2,2396459,38119,922,1927
EWf7P3okX9s,20,1430025,127787,848,42119
EY8rq1AyCPY,23,41378,1679,17,323
EZXu7RxBR0Y,22,367974,6283,640,510
E_ViwNxUldw,26,784713,12069,1274,1462
EaEesT3HO4w,17,215603,1051,339,907
Eafi9hqm3OY,15,5817,22,0,1
EbSOKsFHwU8,10,2462285,151390,1329,7128
EbXHZ4WoyFY,17,330565,3983,271,1406
EbbL8NhdTQE,1,1250022,22538,9079,2305
Ecd4eA067P0,24,617155,19872,2712,4579
EdkK29-TWJk,15,18739,96,1,8
EeNrUTiwZVw,26,937309,17167,1445,2043
EgUMLjp3H4E,23,45037,1246,17,61
EhSXsTSNDyo,10,8025153,381842,3939,27379
EiwmO-XOqZ8,24,59043,1935,133,594
EjW7WzozgI0,10,3010746,74911,2307,8615
Ek3aeUhHaFY,22,4289238,135901,1893,11141
Eouvsy8JdLU,24,152533,5224,228,874
Epm5_DSfMn4,22,26668,272,34,110
Ept29ceiVfk,1,7941440,45248,794,2503
Eq1BuMoTW7Q,26,172367,6047,362,949
EqeIRzY7hIU,28,1519038,26770,1557,4704
Er1eh1D8p2o,10,901229,31896,392,670
ErZDtWsCA9U,2,93903,364,54,20
Es9CfWMmPRU,24,1259565,21892,844,2815
EsaHiIdsKpE,24,1794696,18182,4554,2782
EsdjC5dsOTM,17,695269,4108,148,1034
Eswl8SSywzA,27,886348,17632,947,4347
EudArMNjbP0,1,54360,3176,145,389
Ev23TV62k08,23,808829,36693,3333,3142
Ev9rOA2Yjs0,28,2305543,43982,3606,6400
Evz-ZQC8wss,23,495194,12562,754,1320
Ew-3-8itpjc,26,512726,19064,210,902
Ex9mcCs3dhE,24,814925,9241,429,951
ExP3ikM_wko,19,65353,747,11,62
Ey01ZlAoYes,1,1335741,10209,326,496
F2VBwm44tB0,23,9391,30,8,13
F3eSaEHSCu0,24,351519,5979,231,147
F4qfN5UeFvQ,10,7964424,357641,8055,22794
F5F-gq2pyTk,22,11133,366,25,50
F7jcFXTnBiQ,22,156242,8713,45,982
F8BdzL8OltM,22,1593449,19173,16105,4335
F8CR9IP7Mog,10,718026,19690,379,511
F8JCh0owT4w,28,466497,10900,194,1613
FApBWHvUzMs,23,659476,31672,2512,6049
FB64ez0kf1c,25,543596,2488,2895,1836
FBhVIhmh_N8,24,200610,3948,471,1369
FDbb28N7iI8,22,1895867,73579,2400,5016
FFpIQSCp1HM,26,755522,36386,892,3313
FFsp5b4AUTE,17,8718657,91398,18207,21050
FGHji60FP50,25,268145,6793,340,4592
FGI7iaAIN3U,26,172879,2986,343,745
FH4SVGKUX8A,10,21776,1154,16,160
FHZktpgVW7w,24,957937,31405,2767,3867
FI3zMdqq4vE,17,1249677,6703,290,1760
FL9BbzUYXjA,23,3951217,115174,5488,4153
FMBuaGR0VRE,22,741558,4990,203,1249
FMXdXCYvLQQ,28,3329,96,1,11
FM_7ZyE0ib4,27,14381,39,0,15
FO6My1joJVc,24,1848104,64607,758,3947
FPHrWxxw9Is,23,175400,3000,134,208
FPXXy-rGq-M,17,1249972,8399,2157,3977
FQC29joihwU,1,1667408,51184,378,3404
FQfWKSdIreM,27,67185,1286,103,109
FQp6F0PjfpI,24,140520,1852,33,113
FR5WT12B_88,24,809389,22140,377,1416
FUPQ8Lz_kSk,26,336861,9751,248,475
FUQexMOrDBI,27,321872,18957,750,3384
FV4t5D0rwFs,25,55814,536,36,96
FZjexxJ7lYM,17,149770,1577,41,432
FepIkIILumA,17,18040000,484833,22933,33587
Ff7wbSwTuEk,23,1587062,13824,1057,3163
FhhlMSpvCQE,26,173562,4101,150,156
FhllRWReNEE,22,7645235,402569,9373,383762
FhwktRDG_aQ,24,3174393,91969,2317,7979
Fj3euSYAtnc,10,5414339,571108,1976,32400
FkiQ67FtycI,23,1405318,131771,2314,20591
FlIaRLXIHKI,28,113213,2183,119,187
FmE8DwZ6RHk,25,792189,6006,19561,14848
FmmLiydvFI0,23,1604421,102602,1188,10617
ForvnkfjtpY,27,246393,9071,113,670
Fr0wEsISRUw,28,481100,3047,261,519
FtB3YSdLQR4,24,163472,1383,227,320
FvBcYkY7ZGo,24,1310832,16488,540,710
FvLdEZ3mg54,24,22768,365,64,204
FvY3Q1pQ8m4,17,648598,4757,233,1535
